Host,Parasite,paraType
Oncorhynchus tshawytscha,Lecithocladium seriolellae,helminth
Oncorhynchus tshawytscha,Nanophyetus salmincola,helminth
Oncorhynchus tshawytscha,Nanophyetus salmincola,helminth
Oncorhynchus tshawytscha,Neoechinorhynchus rutili,helminth
Oncorhynchus tshawytscha,Neoechinorhynchus saginatus,helminth
Oncorhynchus tshawytscha,Neoechinorhynchus salmonis,helminth
Oncorhynchus tshawytscha,Neoechinorhynchus tumidus,helminth
Oncorhynchus tshawytscha,Nybelinia surmenicola,helminth
Oncorhynchus tshawytscha,Octomacrum lanceatum,helminth
Oncorhynchus tshawytscha,Philonema oncorhynchi,helminth
Oncorhynchus tshawytscha,Proteocephalus parallacticus,helminth
Oncorhynchus tshawytscha,Pseudocapillaria Ichthyocapillaria,helminth
Oncorhynchus tshawytscha,Tentacularia coryphaenae,helminth
Oncorhynchus tshawytscha,Tubulovesicula angusticauda,helminth
Oncorhynchus tshawytscha,Tubulovesicula lindbergi,helminth
Oncorhynchus tshawytscha,Anisakidae larva,helminth
Oncorhynchus tshawytscha,Trypanorhyncha larva,helminth
Oncorhynchus tshawytscha,Acanthocephalus dirus,helminth
Oncorhynchus tshawytscha,Brachyphallus crenatus,helminth
Oncorhynchus tshawytscha,Capillaria salvelini,helminth
Oncorhynchus tshawytscha,Crepidostomum farionis,helminth
Oncorhynchus tshawytscha,Cyathocephalus truncatus,helminth
Oncorhynchus tshawytscha,Cystidicola farionis,helminth
Oncorhynchus tshawytscha,Derogenes varicus,helminth
Oncorhynchus tshawytscha,Diplostomum baeri,helminth
Oncorhynchus tshawytscha,Diplostomum spathaceum,helminth
Oncorhynchus tshawytscha,Echinorhynchus gadi,helminth
Oncorhynchus tshawytscha,Echinorhynchus salmonis,helminth
Oncorhynchus tshawytscha,Echinorhynchus salmonis,helminth
Oncorhynchus tshawytscha,Eubothrium crassum,helminth
Oncorhynchus tshawytscha,Eubothrium salvelini,helminth
Oncorhynchus tshawytscha,Genolinea anura,helminth
Oncorhynchus tshawytscha,Gilquinia squali,helminth
Oncorhynchus tshawytscha,Haplonema hamulatum,helminth
Oncorhynchus tshawytscha,Hedruris spinigera,helminth
Oncorhynchus tshawytscha,Hepatoxylon trichiuri,helminth
Oncorhynchus tshawytscha,Lampritrema miescheri,helminth
Oncorhynchus tshawytscha,Lecithaster gibbosus,helminth
Oncorhynchus tshawytscha,Lecithocladium seriolellae,helminth
Oncorhynchus tshawytscha,Nanophyetus salmincola,helminth
Oncorhynchus tshawytscha,Nanophyetus salmincola,helminth
Oncorhynchus tshawytscha,Neoechinorhynchus rutili,helminth
Oncorhynchus tshawytscha,Neoechinorhynchus saginatus,helminth
Oncorhynchus tshawytscha,Neoechinorhynchus salmonis,helminth
Oncorhynchus tshawytscha,Neoechinorhynchus tumidus,helminth
Oncorhynchus tshawytscha,Nybelinia surmenicola,helminth
Oncorhynchus tshawytscha,Octomacrum lanceatum,helminth
Oncorhynchus tshawytscha,Philonema oncorhynchi,helminth
Oncorhynchus tshawytscha,Proteocephalus parallacticus,helminth
Oncorhynchus tshawytscha,Pseudocapillaria Ichthyocapillaria,helminth
Oncorhynchus tshawytscha,Tentacularia coryphaenae,helminth
Oncorhynchus tshawytscha,Tubulovesicula angusticauda,helminth
Oncorhynchus tshawytscha,Tubulovesicula lindbergi,helminth
Anas fulvigula,Amidostomum acutum,helminth
Anas fulvigula,Apatemon gracilis,helminth
Anas fulvigula fulvigula,Apatemon gracilis,helminth
Anas fulvigula maculosa,Ascaridia galli,helminth
Anas fulvigula,Capillaria anatis,helminth
Anas fulvigula,Capillaria contorta,helminth
Anas fulvigula,Capillaria spinulosa,helminth
Anas fulvigula,Cloacotaenia megalops,helminth
Anas fulvigula fulvigula,Cloacotaenia megalops,helminth
Anas fulvigula maculosa,Cloacotaenia megalops,helminth
Anas fulvigula,Corynosoma peposacae,helminth
Anas fulvigula,Dendritobilharzia pulverulenta,helminth
Anas fulvigula,Dicranotaenia coronula,helminth
Anas fulvigula fulvigula,Dicranotaenia coronula,helminth
Anas fulvigula maculosa,Dicranotaenia coronula,helminth
Anas fulvigula,Diorchis bulbodes,helminth
Anas fulvigula fulvigula,Diorchis bulbodes,helminth
Anas fulvigula,Diploposthe laevis,helminth
Anas fulvigula,Echinocotyle rosseteri,helminth
Anas fulvigula maculosa,Echinoparyphium flexum,helminth
Anas fulvigula,Echinoparyphium recurvatum,helminth
Anas fulvigula fulvigula,Echinoparyphium recurvatum,helminth
Anas fulvigula,Echinorhynchus filicollis,helminth
Anas fulvigula,Echinorhynchus versicolor,helminth
Anas fulvigula fulvigula,Echinostoma revolutum,helminth
Anas fulvigula maculosa,Echinostoma revolutum,helminth
Anas fulvigula,Echinostoma trivolvis,helminth
Anas fulvigula,Echinuria uncinata,helminth
Anas fulvigula,Epomidiostomum uncinatum,helminth
Anas fulvigula,Eucotyle wehri,helminth
Anas fulvigula,Fimbriaria fasciolaris,helminth
Anas fulvigula fulvigula,Fimbriaria fasciolaris,helminth
Anas fulvigula maculosa,Fimbriaria fasciolaris,helminth
Anas fulvigula,Gastrotaenia cygni,helminth
Anas fulvigula,Hadjelia neglecta,helminth
Anas platyrhynchos fulvigula,Hymenolepis coronulan,helminth
Anas platyrhynchos fulvigula,Hymenolepis hopkinsi,helminth
Anas fulvigula,Hypoderaeum conoideum,helminth
Anas fulvigula fulvigula,Hypoderaeum conoideum,helminth
Anas fulvigula,Maritrema paracadiae,helminth
Anas fulvigula,Microsomacanthus compressa,helminth
Anas fulvigula,Microsomacanthus hopkinsi,helminth
Anas fulvigula fulvigula,Microsomacanthus hopkinsi,helminth
Anas fulvigula maculosa,Microsomacanthus hopkinsi,helminth
Anas fulvigula maculosa,Notocotylus attenuatus,helminth
Anas fulvigula,Paramonostomum parvum,helminth
Anas fulvigula,Platyscolex ciliata,helminth
Anas fulvigula maculosa,Polymorphus acutis,helminth
Anas fulvigula,Porrocaecum crassum,helminth
Anas fulvigula fulvigula,Porrocaecum crassum,helminth
Anas fulvigula,Prosthogonimus cuneatus,helminth
Anas fulvigula,Prosthogonimus ovatus,helminth
Anas fulvigula,Psilochasmus oxyurus,helminth
Anas fulvigula fulvigula,Psilochasmus oxyurus,helminth
Anas fulvigula maculosa,Psilochasmus oxyurus,helminth
Anas fulvigula,Retinometra venusta,helminth
Anas fulvigula,Sciadiocara rugosa,helminth
Anas fulvigula,Sobolevicanthus filumferens,helminth
Anas fulvigula fulvigula,Sobolevicanthus filumferens,helminth
Anas fulvigula maculosa,Sobolevicanthus filumferens,helminth
Anas fulvigula,Sobolevicanthus gracilis,helminth
Anas fulvigula,Streptocara crassicauda,helminth
Anas fulvigula,Tetrameres crami,helminth
Anas fulvigula maculosa,Trichostrongylus tenuis,helminth
Anas fulvigula,Typhlocoelum cucumerinum,helminth
Anas fulvigula,Typhlocoelum sisowi,helminth
Anas fulvigula,Zygocotyle lunata,helminth
Anas fulvigula fulvigula,Zygocotyle lunata,helminth
Anas fulvigula maculosa,Zygocotyle lunata,helminth
Anas platyrhynchos fulvigula,Zygocotyle lunata,helminth
Anas platyrhynchos,Acanthocephalus ranae,helminth
Anas platyrhynchos,Amidostomoides acutum,helminth
Anas platyrhynchos,Amidostomum acutum,helminth
Anas platyrhynchos,Amidostomum anatinum,helminth
Anas platyrhynchos,Amidostomum anseris,helminth
Anas platyrhynchos,Amidostomum orientale,helminth
Anas platyrhynchos,Amphimerus anatis,helminth
Anas platyrhynchos,Anacetabulitrema samarae,helminth
Anas platyrhynchos,Anomotaenia ciliata,helminth
Anas platyrhynchos domesticus,Aonchotheca Avesaonchotheca,helminth
Anas platyrhynchos,Apatemon gracilis,helminth
Anas platyrhynchos domesticus,Apatemon gracilis,helminth
Anas platyrhynchos,Apatemon japonicus,helminth
Anas platyrhynchos domesticus,Apatemon minor,helminth
Anas platyrhynchos,Apatemon parvitestis,helminth
Anas platyrhynchos,Aploparaksis endacantha,helminth
Anas platyrhynchos,Aploparaksis furcigera,helminth
Anas platyrhynchos domesticus,Aploparaksis furcigera,helminth
Anas platyrhynchos,Aploparaksis japonensis,helminth
Anas platyrhynchos,Aploparaksis Globarilepis,helminth
Anas platyrhynchos,Ascaridia lineata,helminth
Anas platyrhynchos domesticus,Avioserpens taiwanica,helminth
Anas platyrhynchos domesticus,Baruscapillaria obsignata,helminth
Anas platyrhynchos,Baruscapillaria podicipitis,helminth
Anas platyrhynchos,Baylisascaris procyonis,helminth
Anas platyrhynchos,Bilharziella polonica,helminth
Anas platyrhynchos domesticus,Bilharziella polonica,helminth
Anas platyrhynchos,Bisaccanthes bisaccata,helminth
Anas platyrhynchos,Capillaria anatis,helminth
Anas platyrhynchos domesticus,Capillaria anatis,helminth
Anas platyrhynchos,Capillaria contorta,helminth
Anas platyrhynchos,Capillaria spinulosa,helminth
Anas platyrhynchos,Catatropis joyeuxi,helminth
Anas platyrhynchos,Catatropis verrucosa,helminth
Anas platyrhynchos domesticus,Catatropis verrucosa,helminth
Anas platyrhynchos,Cladogynia pittalugai,helminth
Anas platyrhynchos,Cloacotaenia megalops,helminth
Anas platyrhynchos,Corynosoma constrictum,helminth
Anas platyrhynchos domesticus,Cotylotretus cubanicus,helminth
Anas platyrhynchos,Cotylotretus grandis,helminth
Anas platyrhynchos,Cotylurus brevis,helminth
Anas platyrhynchos,Cotylurus cornutus,helminth
Anas platyrhynchos domesticus,Cotylurus cornutus,helminth
Anas platyrhynchos,Cotylurus flabelliformis,helminth
Anas platyrhynchos,Cotylurus gallinulae,helminth
Anas platyrhynchos,Cotylurus hebraicus,helminth
Anas platyrhynchos,Cotylurus japonicus,helminth
Anas platyrhynchos,Cotylurus szidati,helminth
Anas platyrhynchos,Cryptocotyle concava,helminth
Anas platyrhynchos,Cryptocotyle lingua,helminth
Anas platyrhynchos,Cyathocotyle bushiensis,helminth
Anas platyrhynchos,Cyathocotyle melanittae,helminth
Anas platyrhynchos,Cyathocotyle prussica,helminth
Anas platyrhynchos,Cyathocotyle szidatiana,helminth
Anas platyrhynchos domesticus,Cyathocotyloides curonensis,helminth
Anas platyrhynchos,Cyclocoelum microstomum,helminth
Anas platyrhynchos,Dendritobilharzia anatinarum,helminth
Anas platyrhynchos,Dendritobilharzia pulverulenta,helminth
Anas platyrhynchos,Dicranotaenia coronula,helminth
Anas platyrhynchos domesticus,Dicranotaenia coronula,helminth
Anas platyrhynchos,Dicranotaenia coronula,helminth
Anas platyrhynchos domesticus,Dicranotaenia coronula,helminth
Anas platyrhynchos,Dicranotaenia introversa,helminth
Anas platyrhynchos,Dicranotaenia sacciperium,helminth
Anas platyrhynchos,Dicranotaenia tenuicollis,helminth
Anas platyrhynchos,Dilepis undula,helminth
Anas platyrhynchos,Diorchis acuminata,helminth
Anas platyrhynchos,Diorchis asiatica,helminth
Anas platyrhynchos,Diorchis bulbodes,helminth
Anas platyrhynchos,Diorchis elisae,helminth
Anas platyrhynchos,Diorchis formosensis,helminth
Anas platyrhynchos,Diorchis inflata,helminth
Anas platyrhynchos domesticus,Diorchis inflata,helminth
Anas platyrhynchos,Diorchis longibursa,helminth
Anas platyrhynchos,Diorchis nyrocae,helminth
Anas platyrhynchos,Diorchis nyrocae,helminth
Anas platyrhynchos domesticus,Diorchis nyrocae,helminth
Anas platyrhynchos,Diorchis nyrocoides,helminth
Anas platyrhynchos,Diorchis parvogenitalis,helminth
Anas platyrhynchos,Diorchis ransomi,helminth
Anas platyrhynchos domesticus,Diorchis ransomi,helminth
Anas platyrhynchos,Diorchis spinata,helminth
Anas platyrhynchos,Diorchis stefanskii,helminth
Anas platyrhynchos domesticus,Diorchis stefanskii,helminth
Anas platyrhynchos,Diorchis tuvensis,helminth
Anas platyrhynchos,Diploposthe laevis,helminth
Anas platyrhynchos domesticus,Diploposthe laevis,helminth
Anas platyrhynchos,Drepanidolepis anatina,helminth
Anas platyrhynchos,Drepanidotaenia lanceolata,helminth
Anas platyrhynchos domesticus,Drepanidotaenia lanceolata,helminth
Anas platyrhynchos,Drepanidotaenia nyrocae,helminth
Anas platyrhynchos,Echinatrium tenuirostris,helminth
Anas platyrhynchos,Echinochasmus beleocephalus,helminth
Anas platyrhynchos domesticus,Echinochasmus beleocephalus,helminth
Anas platyrhynchos,Echinochasmus coaxatus,helminth
Anas platyrhynchos,Echinocotyle anatina,helminth
Anas platyrhynchos,Echinocotyle echinocotyle,helminth
Anas platyrhynchos,Echinocotyle rosseteri,helminth
Anas platyrhynchos,Echinoparyphium aconiatum,helminth
Anas platyrhynchos,Echinoparyphium baculus,helminth
Anas platyrhynchos,Echinoparyphium cinctum,helminth
Anas platyrhynchos,Echinoparyphium clerci,helminth
Anas platyrhynchos,Echinoparyphium nordianum,helminth
Anas platyrhynchos domesticus,Echinoparyphium petrowi,helminth
Anas platyrhynchos,Echinoparyphium recurvatum,helminth
Anas platyrhynchos domesticus,Echinoparyphium recurvatum,helminth
Anas platyrhynchos domesticus,Echinoparyphium westsibiricum,helminth
Anas platyrhynchos,Echinostoma anseris,helminth
Anas platyrhynchos,Echinostoma bhattacharyai,helminth
Anas platyrhynchos domesticus,Echinostoma echinatum,helminth
Anas platyrhynchos,Echinostoma grandis,helminth
Anas platyrhynchos domesticus,Echinostoma kashmirensis,helminth
Anas platyrhynchos,Echinostoma miyagawai,helminth
Anas platyrhynchos,Echinostoma novum,helminth
Anas platyrhynchos,Echinostoma paraulum,helminth
Anas platyrhynchos,Echinostoma revolutum,helminth
Anas platyrhynchos domesticus,Echinostoma revolutum,helminth
Anas platyrhynchos,Echinostoma robustum,helminth
Anas platyrhynchos,Echinostoma turkestanicum,helminth
Anas platyrhynchos,Echinuria uncinata,helminth
Anas platyrhynchos domesticus,Echinuria uncinata,helminth
Anas platyrhynchos,Epomidiostomum anatinum,helminth
Anas platyrhynchos domesticus,Epomidiostomum anatinum,helminth
Anas platyrhynchos,Epomidiostomum orispinum,helminth
Anas platyrhynchos,Epomidiostomum serratum,helminth
Anas platyrhynchos,Epomidiostomum uncinatum,helminth
Anas platyrhynchos,Erschoviorchis lintoni,helminth
Anas platyrhynchos,Eucoleus annulatus,helminth
Anas platyrhynchos,Eucoleus contortus,helminth
Anas platyrhynchos domesticus,Eucoleus contortus,helminth
Anas platyrhynchos,Eucoleus perforans,helminth
Anas platyrhynchos,Eucotyle cohni,helminth
Anas platyrhynchos,Eucotyle popowi,helminth
Anas platyrhynchos,Eucotyle zakharowi,helminth
Anas platyrhynchos domesticus,Eucotyle zakharowi,helminth
Anas platyrhynchos,Eustrongylides excisus,helminth
Anas platyrhynchos,Eustrongylides tubifex,helminth
Anas platyrhynchos,Filicollis anatis,helminth
Anas platyrhynchos domesticus,Filicollis anatis,helminth
Anas platyrhynchos domesticus,Fimbriaria czaplinskii,helminth
Anas platyrhynchos,Fimbriaria fasciolaris,helminth
Anas platyrhynchos domesticus,Fimbriaria fasciolaris,helminth
Anas platyrhynchos,Gastrotaenia cygni,helminth
Anas platyrhynchos,Gastrotaenia dogieli,helminth
Anas platyrhynchos,Gigantobilharzia sturniae,helminth
Anas platyrhynchos,Gymnophallus choledochus,helminth
Anas platyrhynchos,Hamatolepis teresoides,helminth
Anas platyrhynchos,Haploporaxis japonensis,helminth
Anas platyrhynchos,Hepatiarius longissimus,helminth
Anas platyrhynchos domesticus,Heterakis gallinarum,helminth
Anas platyrhynchos,Himasthla elongata,helminth
Anas platyrhynchos,Holostephanus dubius,helminth
Anas platyrhynchos,Hymenolepis abortiva,helminth
Anas platyrhynchos,Hymenolepis andularostris,helminth
Anas platyrhynchos,Hymenolepis cambrensis,helminth
Anas platyrhynchos,Hymenolepis collaris,helminth
Anas platyrhynchos fulvigula,Hymenolepis coronulan,helminth
Anas platyrhynchos,Hymenolepis formosa,helminth
Anas platyrhynchos,Hymenolepis giranensis,helminth
Anas platyrhynchos fulvigula,Hymenolepis hopkinsi,helminth
Anas platyrhynchos,Hymenolepis introversa,helminth
Anas platyrhynchos,Hymenolepis jagerskioldi,helminth
Anas platyrhynchos,Hymenolepis jamunicus,helminth
Anas platyrhynchos,Hymenolepis macrocephala,helminth
Anas platyrhynchos,Hymenolepis macrostrobiloides,helminth
Anas platyrhynchos,Hymenolepis nyrocae,helminth
Anas platyrhynchos,Hymenolepis paracompressa,helminth
Anas platyrhynchos,Hymenolepis parvula,helminth
Anas platyrhynchos,Hymenolepis pittalugai,helminth
Anas platyrhynchos,Hymenolepis rosseteri,helminth
Anas platyrhynchos,Hymenolepis sacciperium,helminth
Anas platyrhynchos,Hymenolepis sagitta,helminth
Anas platyrhynchos,Hymenolepis spiralibursata,helminth
Anas platyrhynchos,Hymenolepis tenuirostris,helminth
Anas platyrhynchos,Hymenolepis trichorhynchus,helminth
Anas platyrhynchos,Hymenolepis trifolium,helminth
Anas platyrhynchos,Hymenolepis tuvensis,helminth
Anas platyrhynchos,Hymenolepis venusta,helminth
Anas platyrhynchos,Hymenolepis wardlei,helminth
Anas platyrhynchos,Hymenolepis Weinlandia,helminth
Anas platyrhynchos,Hypoderaeum conoideum,helminth
Anas platyrhynchos domesticus,Hypoderaeum conoideum,helminth
Anas platyrhynchos,Hypoderaeum gnedini,helminth
Anas platyrhynchos domesticus,Hypoderaeum gnedini,helminth
Anas platyrhynchos domesticus,Hypoderaeum vigi,helminth
Anas platyrhynchos domesticus,Hyptiasmus arcuatus,helminth
Anas platyrhynchos,Hystrichis tricolor,helminth
Anas platyrhynchos domesticus,Hystrichis tricolor,helminth
Anas platyrhynchos,Lateriporus skrjabini,helminth
Anas platyrhynchos,Laterotrema arenula,helminth
Anas platyrhynchos,Leucochloridiomorpha constantiae,helminth
Anas platyrhynchos,Levinseniella brachysoma,helminth
Anas platyrhynchos,Levinseniella propinqua,helminth
Anas platyrhynchos,Ligula intestinalis,helminth
Anas platyrhynchos domesticus,Ligula intestinalis,helminth
Anas platyrhynchos,Maritrema subdolum,helminth
Anas platyrhynchos,Mayhewia macroovata,helminth
Anas platyrhynchos domesticus,Metechinostoma amurensis,helminth
Anas platyrhynchos,Metorchis bilis,helminth
Anas platyrhynchos,Metorchis orientalis,helminth
Anas platyrhynchos domesticus,Metorchis orientalis,helminth
Anas platyrhynchos,Metorchis xanthostomus,helminth
Anas platyrhynchos domesticus,Metorchis xanthostomus,helminth
Anas platyrhynchos,Microphallus claviformes,helminth
Anas platyrhynchos,Microsomacanthus abortiva,helminth
Anas platyrhynchos,Microsomacanthus baeri,helminth
Anas platyrhynchos,Microsomacanthus compressa,helminth
Anas platyrhynchos,Microsomacanthus hopkinsi,helminth
Anas platyrhynchos,Microsomacanthus microsoma,helminth
Anas platyrhynchos,Microsomacanthus pachycephala,helminth
Anas platyrhynchos,Microsomacanthus paracompressa,helminth
Anas platyrhynchos,Microsomacanthus paramicrosoma,helminth
Anas platyrhynchos,Microsomacanthus parvula,helminth
Anas platyrhynchos,Microsomacanthus spiralibursata,helminth
Anas platyrhynchos,Microsomacanthus tenuirostris,helminth
Anas platyrhynchos,Microsomacanthus teresoides,helminth
Anas platyrhynchos,Microsomacanthus tritesticulatus,helminth
Anas platyrhynchos,Moliniella anceps,helminth
Anas platyrhynchos,Myxolepis collaris,helminth
Anas platyrhynchos,Neodiplostomum spathula,helminth
Anas platyrhynchos,Notocotylus attenuatus,helminth
Anas platyrhynchos domesticus,Notocotylus attenuatus,helminth
Anas platyrhynchos domesticus,Notocotylus chionis,helminth
Anas platyrhynchos,Notocotylus ephemera,helminth
Anas platyrhynchos domesticus,Notocotylus hsui,helminth
Anas platyrhynchos,Notocotylus imbricatus,helminth
Anas platyrhynchos,Notocotylus linearis,helminth
Anas platyrhynchos,Notocotylus magniovatus,helminth
Anas platyrhynchos,Notocotylus skrjabini,helminth
Anas platyrhynchos,Ophthalmophagus nasicola,helminth
Anas platyrhynchos,Opisthorchis geminus,helminth
Anas platyrhynchos,Opisthorchis longissimus,helminth
Anas platyrhynchos,Opisthorchis simulans,helminth
Anas platyrhynchos domesticus,Opisthorchis simulans,helminth
Anas platyrhynchos,Orchipedum tracheicola,helminth
Anas platyrhynchos,Paramonostomum alveatum,helminth
